Date,news,output
06-05-2022,IIM-A survey: Inflation expectations remain high,1
06-05-2022,"Inflation, war force cos to shrink IPOs",1
06-05-2022,"Sensex rises 900 pts, ends flat, ₹ gains 4 days in row",2
06-05-2022,"Inflation, war force companies to shrink IPOs",1
07-05-2022,Sensex falls 867 points on global slump,0
07-05-2022,Infant death registration in Maharashtra falls 20% in pandemic,1
07-05-2022,Tata chairman N Chandrasekaran buys duplex he was renting in skyscraper on Pedder Road for Rs 98 crore,2
08-05-2022,3 injured in gas pipe blast at Tata Steel plant,1
08-05-2022,Techies from Andhra who cheered pandemic homecoming rue decision due to power cuts,1
09-05-2022,Battle-hardened India Inc girds up for inflation war,1
09-05-2022,War of words continues,1
09-05-2022,"At 70, CLT overcomes pandemic but academic pressure on kids a hurdle",1
10-05-2022,Sensex swings 877 points on weak global cues,0
10-05-2022,Bombay & Tata legend Avitus D’Cruz no more,1
10-05-2022,"₹ at historic low of 77.53/$, will add to inflation worries",0
12-05-2022,BSE Q4 net profit climbs two-fold to Rs 71.52 crore,2
13-05-2022,"Perfect storm pulls sensex down 1,158 pts to below 53k",0
13-05-2022,"Retail inflation at 8-year high of 7.8% on food, fuel costs",0
13-05-2022,Rising inflation a crucial challenge for policymakers,1
13-05-2022,"Inflation getting broad-based, RBI set to hike repo by another 1% in FY23: Report",0
14-05-2022,"Sensex swings over 1,100 points",2
15-05-2022,"Goa CM meets Tata chief, discusses investment in state",1
15-05-2022,Tata Marcopolo workers call off strike,0
15-05-2022,Latest inflation data sparked action to tame wheat prices,1
16-05-2022,Summer camps go innovative after pandemic break,1
16-05-2022,Some states feel the pinch of inflation more,0
17-05-2022,Russia’s war cuts diamond work week in Surat to 4 days,1
17-05-2022,Russia war dulls Gujarat diamond work,1
17-05-2022,"Jeff Bezos, White House battle over taxes and inflation",1
18-05-2022,Startup gets further Ratan Tata backing,2
18-05-2022,"‘After pandemic, Ukraine war affected semiconductor industry’",1
18-05-2022,"Sensex up 1,345 pts in relief rally, regains 54k",2
18-05-2022,"WPI inflation at 9-year high of 15.1%, 13th month of double-digit rise",0
19-05-2022,"Tata e-bus bid snub: BEST, co get HC notice",1
20-05-2022,Tata must provide civic amenities in non-command areas: Jharkhand MLA,1
20-05-2022,NSIL Sat for Tata Play takes off for French Guiana on IAF’s C-17,1
20-05-2022,Reinforces ethics of judiciary: Ratan Tata,1
20-05-2022,NSIL Sat for Tata Play takes off on IAF's C-17s,1
21-05-2022,Spl course for pupils who missed e-classes during pandemic,1
23-05-2022,Automobile franchise fined for delay in getting motorcycle RC,1
24-05-2022,"‘Except Japan, advanced ecos’ inflation is over 7%’",0
25-05-2022,"Increase in inflation not just due to fuel price rise, says ex-RBI guv",1
25-05-2022,Tata Motors’ Chikhali plant to get largest solar project,2
25-05-2022,Tata Cap Growth Fund to invest in Aarthi Scans,1
26-05-2022,High inflation may delay rejig of GST rates,0
27-05-2022,Tata Power’s 100MW solar project in state,1
27-05-2022,World Bank's Malpass says war in Ukraine may trigger global recession,1
28-05-2022,Persistence of high inflation forces central bks to up rates,1
29-05-2022,Tata Motors questions e-bus contract to rival bidder,1
29-05-2022,Tata Motors gets Gujarat nod to take over Ford's Sanand plant,2
29-05-2022,NIFTy idea: Bubble wrap waste to burst,1
30-05-2022,Left parties protest against inflation,1
30-05-2022,"YSRC, TDP activists launch flexi banner war to claim NTR legacy in Penamaluru",1
31-05-2022,Tamil Nadu sanctions Rs 50 crore to clear backlog of pandemic claims,1
31-05-2022,"Sensex surges 1,000 points as China eases curbs, monsoon arrives",2
31-05-2022,"After pandemic delay, rush for cataract surgery in Kolkata",1
31-05-2022,Trumped pandemic blues to ace toughest test,1
31-05-2022,"Sensex surges 1k pts as China eases curbs, monsoon arrives",2
02-06-2022,"External affairs minister to visit Slovakia, Czech Republic amid Ukraine war",1
02-06-2022,Tata Motors beats Hyundai to become No. 2 carmaker,2
02-06-2022,100 days of war in Ukraine: A timeline,1
02-06-2022,Footballer dies of 16 stab wounds in Vijayawada gang war,1
03-06-2022,Russia controlling 'fifth of Ukraine' as war enters 100th day,1
03-06-2022,India has taken balanced stand on war in Ukraine: Bhagwat,1
03-06-2022,‘Fat finger’ trade on NSE may have cost broker ₹250 crore loss,1
03-06-2022,"India May services growth at 11-year high, input inflation at record",1
03-06-2022,Inflation expectations stay high: BIES,0
03-06-2022,"Tata Projects to build Noida Airport, beats L&T & Shapoorji Pallonji",2
03-06-2022,"Sensex rallies 566 points in early trade on buying in Reliance, IT stocks",2
04-06-2022,Tata moves Gujarat HC against farmer 'tilting at windmill',1
04-06-2022,Tata Projects bags contract to build Noida International Airport,2
04-06-2022,NSE warns brokers to be alert for ‘fat finger’ trades,1
05-06-2022,Cancer treatment & beyond: Tata Hosp rebuilds kids’ lives,1
06-06-2022,World War II veterans honored a day before D-Day anniversary,1
06-06-2022,"Sensex slides 227 points in early trade; Nifty falls to 16,517 level",0
06-06-2022,Inflation and rate hike: Hit felt across asset classes,1
07-06-2022,Two sisters trafficked from Jharkhand during pandemic rescued,1
08-06-2022,"Jaguar hits 3 rickshaw pullers, drags one of them for 20m",1
08-06-2022,Tata Motors to Bombay HC: BEST must be made to call new e-bus bids,1
08-06-2022,Mumbai: Tata Motors seeks new tender for BEST e-buses’ contract,2
08-06-2022,"Post Covid, pandemic of porn starts among teens",1
09-06-2022,RBI raises inflation forecast to 6.7% from 5.7% for FY23,0
10-06-2022,"US stocks tumble as rate pressures grow, inflation report looms",0
11-06-2022,"Sensex dives 1,017 points on global selloff, Covid cases",0
11-06-2022,"Sensex dives 1,017 pts on global selloff, Covid cases",0
12-06-2022,Kolkata gets set to fly high in a war machine,1
12-06-2022,Tata conferred honorary D.Litt.,1
15-06-2022,"Wholesale price index inflation at record high of 15.9% on costly food, fuel",0
16-06-2022,"BSE, NSE get Sebi notice on penalties",1
16-06-2022,"BSE, NSE get Sebi notice on penalties",1
16-06-2022,"Maharashtra: After 2 tough pandemic years, Yeola’s Paithani saree sales flourishing again",1
16-06-2022,Stocks hold gains after Federal Reserve hikes rates to fight inflation,2
20-06-2022,Economic uncertainty during pandemic lowers birth rate,1
21-06-2022,West Bengal: Pandemic shadow over school transport as some start outsourcing bus services,1
21-06-2022,"Telangana inflation rate spirals to 9.45% in May, highest in India",0
22-06-2022,"Sensex gains 934 points in relief rally, but market still cautious",2
22-06-2022,"Sensex gains 934 pts in relief rally, but mkt still cautious",2
23-06-2022,RBI deputy governor wants repo over next year’s inflation rate,1
23-06-2022,"NSIL’s satellite for Tata Play, GSAT-24, launched by Arianespace",1
23-06-2022,RBI dy governor wants repo over next year's inflation rate,1
23-06-2022,"India's GSAT-24 satellite launched, entire capacity leased to Tata Play",1
23-06-2022,Tata sets up 150 EV charging points with green fuel in Mumbai,2
24-06-2022,"Inflation over 6% hurts growth... It has become broad-based and RBI is addressing it, says Das",0
24-06-2022,"GSAT-24, dedicated sat for Tata Play by NSIL launched",1
27-06-2022,Zelenskyy to press G7 for more help as war rages,1
28-06-2022,Persistent inflation willhit demand: Chandra,1
28-06-2022,Telangana with high per capita income sees dipping poverty graph during pandemic,1
01-07-2022,"Rupee, sensex see worst quarter since Covid",0
02-07-2022,"Inflation in Pakistan stands at 21.3%, highest in 13 years",1
02-07-2022,City shrugs off pandemic blues with khuti pujas,1
04-07-2022,"Share Market: HDFC Bank, Tata Sons and other stocks in news today",1
06-07-2022,Tata Motors can bid for electric buses if BEST floats fresh tender: Bombay HC,1
06-07-2022,NSE case: ED quizzes Mumbai ex-top cop,1
06-07-2022,"Tata Motors, Biocon, Tata Steel and oother stocks in news today",1
07-07-2022,Sensex rises 2k pts from June low as crude cools,2
07-07-2022,"Sensex rises 2,000 points from June low as crude cools",2
07-07-2022,US ‘Memorial Wall’ honour for JRD Tata,1
08-07-2022,"Tata Projects execs, Power Grid official held in graft case",1
10-07-2022,Inflation may ease in second half of 2022-23: RBI governor,2
12-07-2022,Toxic briefing war against Rishi Sunak now emanating from rival Tory party factions,1
13-07-2022,India’s poor face low inflation risk: UN,1
18-07-2022,Sebi clears BSE chief Chauhan as NSE’s CEO,1
18-07-2022,"Tata Motors hikes prices again, cites increased input costs",2
19-07-2022,"Global cues, FPI buying help sensex rise 760 points",2
20-07-2022,ED arrests Mumbai ex-top cop in NSE phone tapping case,1
20-07-2022,"Double trouble for students with weaker rupee, US inflation spike",0
20-07-2022,"iSec hired to analyse NSE staff calls, not record: Retired Mumbai police chief Sanjay Pandey",1
20-07-2022,Ukraine war can hit food security bid: India at UN,1
20-07-2022,A year more for projects stalled in pandemic,1
20-07-2022,"Sensex, Nifty recover after initial drop",2
20-07-2022,"iSec hired to analyse NSE staff calls, not record: Ex-CP",1
22-07-2022,Tata Consumer Products bets big on recently launched plant-based meat range,1
22-07-2022,PM loans: Only 9% hit by pandemic return for top-up in Noida,1
23-07-2022,Performance dips in CBSE exam due to Covid pandemic,1
23-07-2022,"Tata Motors bags tender to provide 1,500 e-buses to Delhi Transport Corporation",2
28-07-2022,West Bengal Government to start legal process to take over idle Hindustan Motors factory land: CM Mamata Banerjee,1
28-07-2022,"Jaguar Land Rover drives Tata Motors into a Rs 5,000 cr loss",0
28-07-2022,Maharashtra CM Eknath Shinde calls on Ratan Tata,1
29-07-2022,"Sensex soars 1,041 pts to nearly 3-month high",2
29-07-2022,"Sensex soars 1,041 points to nearly 3-month high",2
30-07-2022,Sensex ends at 3-month high,2
03-08-2022,Russia accuses US of direct Ukraine war role,1
03-08-2022,"Govt, RBI trying to keep inflation under 6%: Finance minister",1
04-08-2022,"Post-Covid, inflation hits health, motor covers",2
04-08-2022,"Post-Covid, inflation hits health, motor covers",2
04-08-2022,Grand start to annual Vasco saptah after 2-year pandemic gap,1
05-08-2022,"Tata Power to have 1,500 e-charging stns in state",1
05-08-2022,"Aurangabad: 5 men strike 2 automobile showrooms, flee with Rs 15 lakh",1
07-08-2022,"1,900 children quit school in Mumbai Metropolitan Region amid pandemic",1
08-08-2022,War of words: Does Binance own WazirX?,1
08-08-2022,Tata Motors to buy Ford India's manufacturing plant for $91 million,2
08-08-2022,"Kolkata: 19-year-old driver revving Jaguar loses control, kills 40-year-old",1
08-08-2022,War of words: Does Binance own WazirX?,1
10-08-2022,Kolkata school organises first soccer meet after pandemic,1
10-08-2022,Tata Sons profit more than doubles in FY22,2
10-08-2022,Tata Sons profit more than doubles in FY22,2
10-08-2022,Russia launches Iranian satellite amid Ukraine war concerns,1
11-08-2022,"Post Covid, Tata Mumbai Marathon is back with a bang",1
11-08-2022,Apparel retailers to see 21-23% revenue growth this fiscal despite inflation impacting demand,1
11-08-2022,US inflation eases to 8.5% in July as energy costs dip,2
12-08-2022,Sensex back above 59k as slower US inflation lifts global markets,2
12-08-2022,Government hopes inflation eases to 6% on lower int’l prices,2
12-08-2022,2 police wings merged for war on drugs: Tamil Nadu CM M K Stalin,1
12-08-2022,"Sensex back above 59,000 as slower US inflation lifts global markets",2
13-08-2022,Retail inflation moderates to 5 month low of 6.7% in July,2
15-08-2022,Indore: Bridge courses for students to overcome pandemic gap,1
15-08-2022,99.5% of train operations prior to pandemic restored: South Western Railway,1
16-08-2022,Markets trade firm; sensex climbs over 395 points in early trade,2
16-08-2022,Two flagship Tata Trusts may end up with separate heads,1
17-08-2022,Tata backs co that links senior citizens & ‘grandkids’,1
17-08-2022,Draft of global pandemic treaty to be available in next 18 months: WHO scientist Soumya,1
17-08-2022,"Easing inflation will improve economy, says SBI chairman",2
17-08-2022,"Easing inflation to help eco, says SBI chief",2
17-08-2022,"Sensex gains 379 pts, nears 60k again on global, domestic cues",2
17-08-2022,WHO: Global pandemic treaty draft to be ready in 18 months,1
17-08-2022,WPI inflation eases to 5-mth low of 13.9%,2
18-08-2022,UK inflation in double digits after 40 years,1
18-08-2022,"Satyajit Ray films overcome war hurdle, reach Moscow",1
18-08-2022,US delegation lauds India's efforts during pandemic,1
18-08-2022,"Sensex regains 60k on FII inflows, falling crude price",2
18-08-2022,Pandemic opened pharma industry’s eyes to tech: Saama,1
20-08-2022,"Growth, inflation worries for FY23 reducing: Finmin",1
20-08-2022,"Sensex snaps 5-day rally, sees marginal weekly gain",1
20-08-2022,"RBI says inflation easing, but uncertainty still looms",2
20-08-2022,"RBI says inflation easing, but uncertainty still looms",2
23-08-2022,"Sensex back at 58k on weak global cues, profit-booking",2
23-08-2022,"Sensex back at 58k on weak global cues, profit-booking",2
23-08-2022,"Infosys, TCS, Tata Power and other stocks in news today",1
24-08-2022,"Inflation peaked at 7.8%, 4% target by FY24: RBI governor Shaktikanta Das",0
24-08-2022,"West Bengal PCB sets up war room to fight air, noise pollution",1
24-08-2022,"Inflation peaked at 7.8%, 4% target by FY24: RBI governor",0
25-08-2022,"Maruti Suzuki, Tata Power and other stocks in news today",1
26-08-2022,Bhopal Automobile Dealers' Association head becomes Federation Of Automobile Dealers chairman,1
26-08-2022,"13% dip in tax collection, 51% rise in market borrowings in pandemic year, says CAG",1
28-08-2022,Tata Steel aims to double domestic crude steel prod,1
28-08-2022,Programme to honour war veterans,1
29-08-2022,"US Fed’s tough fight on inflation unnerves D-St traders, investors",0
29-08-2022,"US Fed’s tough fight on inflation unnerves D-St traders, investors",0
30-08-2022,Sensex tanks 861 pts as FIIs turn net sellers,0
30-08-2022,Sensex tanks 861 pts as FIIs turn net sellers,0
30-08-2022,"Nagpur: From an epic war to bypass story, unique blend of arts",1
30-08-2022,Delhi court junks bail plea of NSE ex-chief Chitra Ramkrishna,1
31-08-2022,"Kadiyam Srihari, Thatikonda Rajaiah spat turns ugly in Telangana Rashtra Samithi war of words",1
31-08-2022,"Sensex jumps 1,564 pts to 59.5k as FPIs buy again",2
31-08-2022,"Tata Sons AGM votes to have separate chiefs for company, Trusts",1
31-08-2022,"Tata Sons AGM votes to haveseparate chiefs for co, Trusts",1
31-08-2022,"Sensex jumps 1,564 pts to 59.5k as FPIs buy again",2
31-08-2022,Mikhail Gorbachev ended Cold War but presided over Soviet collapse,1
01-09-2022,Eye donation movement yet to recover from pandemic blow,1
01-09-2022,"Pandemic curbs gone, Lucknow soaks in Ganesh Chaturthi festivities",1
02-09-2022,Sensex dives 770 points on foreign fund selloff,0
03-09-2022,US inflation spike spells trouble for Telangana students,1
03-09-2022,"IMF warns of protests, instability as Pakistan inflation touches 47-year high",1
05-09-2022,Pandemic triggered disorders in children’s behaviour: Experts,1
05-09-2022,Bangladesh PM thanks India for help during pandemic,1
05-09-2022,"Soft-spoken, easy-going, Cyrus Mistry was youngest to head Tata Group",1
05-09-2022,Tata Sons ex-chairman Cyrus Mistry killed in Ahmedabad-Mumbai highway accident,0
06-09-2022,"Former Tata Group chairman Cyrus Mistry injured head & chest, had haemorrhage: Autopsy",1
06-09-2022,"RIL, Delhivery, Tata Motors and other stocks in news today",1
06-09-2022,Green trucking to have double-digit share by 2030: Tata Motors,2
07-09-2022,"Cyrus Mistry cremated, 92-year-old Simone Tata attends in wheelchair",1
07-09-2022,"Global woes, inflation may not hit recovery: Moody’s",1
07-09-2022,Ahmedabad: Inflation expectations have fallen below 5% says report,0
08-09-2022,"Tata Power, InterGlobe Aviation and other stocks in news today",1
09-09-2022,"In a 1st, Tata Power planning for underground substations in city",1
09-09-2022,Inflation management can’t be left to monetary policy alone: FM,1
09-09-2022,Provide relief on war footing to Gadchiroli villages cut off by floods: HC to govt,1
11-09-2022,"Kolkata: Out of pandemic shadow, organizers loosen purse strings for bigger and better pujas",1
12-09-2022,Pandemic grounded: Fliers go up by 143% in 5 months,1
13-09-2022,West Bengal: 500 to oar in this year’s Sundarbans boat war,1
13-09-2022,"Kerala govt to vaccinate stray dogs on war footing, says minister M B Rajesh",1
13-09-2022,"Retail inflation up in August to 7%, IIP slows sharply",0
13-09-2022,"Sensex up for 3rd day, hits 60k pts again",2
14-09-2022,Inflation jump triggers fears of sharp rate hike this month,0
14-09-2022,Inflation jump triggers fears of sharp rate hike this month,0
14-09-2022,Armenia-Azerbaijan clash sparks fears of another war,1
14-09-2022,Inflation jump triggers fears of sharp rate hike this month,0
14-09-2022,"Amid drill with Japan, Indian ships also in Australia for war game",1
15-09-2022,End of Covid pandemic is 'in sight': WHO chief,1
15-09-2022,"Tata Steel, SBI and other stocks in news today",1
15-09-2022,WPI inflation dips in Aug to 11-month low of 12.4%,0
15-09-2022,"Sensex swings 1,232 points, weathers Wall Street rout",0
15-09-2022,West Bengal CM Mamata Banerjee to throw open Rs 600-crore Tata Metaliks expansion plant,1
15-09-2022,"War of words between ruling, oppn leaders over Foxconn moving to Guj",1
15-09-2022,"Sensex swings 1,232 pts, weathers Wall St rout",0
16-09-2022,"Tata Power, PVR, UPL and other stocks in news today",1
16-09-2022,"West Bengal now good place to invest in, we're very bullish: Tata bosses",1
16-09-2022,Sensex falls over 500 points in early trade amid weak global markets,0
17-09-2022,Hyderabad: Integration or liberation? TRS & BJP turf war begins,1
17-09-2022,"Sensex dives 1,093 pts on fears of sharp rate hikes",0
17-09-2022,"Sensex dives 1,093 pts on fears of sharp rate hikes",0
17-09-2022,Tata Power to expand solar plant at Tata Motors plant,1
17-09-2022,Jamshedpur: Fate of 12 lakh people living on Tata Steel leased land uncertain,1
18-09-2022,‘India’s vote doesn’t signal shift in Ukraine war stand’,1
19-09-2022,"US President Joe Biden says 'the pandemic is over' even as death toll, costs mount",1
21-09-2022,"Wipro, Tata Steel, Ambuja Cements and other stocks in news today",1
21-09-2022,Sensex rally loses steamahead of Fed’s rate call,0
21-09-2022,Sensex rallies 579 points ahead of Fed’s rate call,0
21-09-2022,Delhi cops act to avoid gang war after Rajasthan killing,1
21-09-2022,Sensex rally loses steam ahead of Fed’s rate call,0
23-09-2022,Sensex falls for 2nd day in row,0
23-09-2022,Tatas to pull plug on Tata Healthafter 7 years,1
23-09-2022,Tatas to pull plug on Tata Health after 7 years,1
24-09-2022,"Sensex dives 1,021 pts on foreign investor flight, weaker currency",0
24-09-2022,Tata Steel to merge 7 metal companies with itself,1
25-09-2022,"Col Dinesh Naikawade, Kargil war veteran, passes away in Pune",1
26-09-2022,Indore: Automobile showroom sealed,1
27-09-2022,"Vodafone Idea, Tata Motors and other stocks in news today",1
27-09-2022,Tata Motors to raise prices of CVs,0
27-09-2022,"Sensex tanks as foreign funds sell big, at 2-mth low",0
29-09-2022,Hind Motors EV JV structure to be ready by October,1
29-09-2022,"Rupee nears 82/$, sensex slides for sixth day in row",0
30-09-2022,Sensex sinks 750 pts from high as FPIs sell,0
01-10-2022,RBI lists Tata Sons with 15 NBFCs for more regulation,1
01-10-2022,"Sensex rallies 1k pts, breaks losing streak",2
01-10-2022,CDS signals integrated war machinery,1
01-10-2022,"Sensex rallies 1k pts, breaks losing streak",2
03-10-2022,Medicine Prize opens Nobel week clouded by war,1
04-10-2022,"In a first, RBI to tell government why inflation target is breached",1
04-10-2022,Sensex dips 638 pts to sub-57k level on weak global cues,0
04-10-2022,Heart attack cases up after pandemic in Indore,1
04-10-2022,Madras HC quashes FIR filed against public protest in pandemic,1
04-10-2022,"Sensex dips 638 pts to sub-57,000 level on weak global cues",0
04-10-2022,Sensex dips 638 pts lower at sub-57k on weak global cues,0
04-10-2022,Why India's inflation basket needs an overhaul,1
04-10-2022,Heart attack cases up post Covid pandemic,1
05-10-2022,Sensex zooms 1.3k pts on US mkts,2
05-10-2022,"Nasdaq jumps 3.3%, extending US stocks rally as Twitter surges",2
05-10-2022,Haryana sets up 'green war room' to fight bad air,1
05-10-2022,Sensex zooms 1.3 k points on US markets,2
05-10-2022,Gujarat's automobile market gets festive acceleration,2
05-10-2022,Sensex zooms 1.3k pts on US mkts,2
06-10-2022,Manager at automobile firm booked for embezzlement,1
06-10-2022,Deficient rain in gangetic plain is likely to increase food inflation in the near term,1
06-10-2022,"Tata Steel, HCL Tech, Zee Entertainment, JSW Energy and other stocks in news today",1
08-10-2022,"Tata Power mulls 10,000 MW clean energy capacity in next five years in Rajasthan",1
09-10-2022,"Maharashtra: Automobile sales pick up, dealers happy",1
09-10-2022,No HC relief to adoptive couple in war with biological parents,1
10-10-2022,Pandemic effect? Mental health issues surge by 254% in district,1
10-10-2022,"HUL, Tata Motors, and other stocks in news today",1
10-10-2022,Last war before Independence which shook British empire,1
11-10-2022,"Re hits record low of 82.72/$, sensex slides",0
11-10-2022,MK Stalin to Centre: Don't force another language war on us,1
11-10-2022,"Rupee hits record low of 82.72/$, sensex slides",0
11-10-2022,"Re hits record low of 82.72/$, sensex slides",0
12-10-2022,Sensex tanks 844 pts on rising global tensions,0
12-10-2022,"Chennai: Gang war on Alandur street, two-wheelers, autos trashed",1
12-10-2022,"After pandemic pause, don’t miss breast cancer screening now: Docs",1
13-10-2022,Tata offers 3cr equipment to health centres,1
13-10-2022,Sourav Ganguly's possible BCCI exit sparks TMC-BJP war of words,1
13-10-2022,"Retail inflation at 5-month high of 7.4%, IIP contracts 0.8%",0
13-10-2022,Lucknow: Tata AIG deprived of Rs 54 lakh by cyber fraudsters,1
13-10-2022,State BJP brass to set up war room in Choutuppal,1
13-10-2022,"CM Yogi Adityanath visits flood-hit UP districts, orders relief & rescue operations on a war footing",1
13-10-2022,"Delhi govt hikes minimum wages, Manish Sisodia says it will provide relief from inflation",1
15-10-2022,Wholesale inflation eases to 18-month low of 10.7% in September,2
15-10-2022,"Sensex soars 1,200 points intraday",2
15-10-2022,"Mumbai: Tata Power reports cyber attack on IT infrastructure; says all critical operations functioning, no impact on supply",1
15-10-2022,"Sensex soars 1,200 points intraday",2
15-10-2022,‘Plans on to make clubs absorb more Tata footballers’,1
15-10-2022,"Tata Power reports cyber attack on IT infra; says all critical ops functioning, no impact on supply",1
17-10-2022,Tata AIA to incentivise healthy lifestyle,1
17-10-2022,Pandemic to downturn alarm: 40% offices in ‘hi-tech’ Hyderabad still vacant,1
17-10-2022,Tata AIA to incentivise healthy life,1
18-10-2022,"Tata Communications, PVR, Adani Tranmission and other stocks in news today",1
18-10-2022,"Inflation war to be dogged, prolonged: RBI",1
18-10-2022,"Political road show, protests & war of words",1
18-10-2022,"Inflation war to be dogged, prolonged: RBI",1
19-10-2022,Automobile dealers unhappy with low customer footfall,0
19-10-2022,HDFC merger: NSE may tweak index rules,1
19-10-2022,"Adani Enterprises, HCL Tech, Tata Motors and other stocks in news today",1
19-10-2022,HDFC merger: NSE may tweak index rules,1
19-10-2022,IIT-Roorkee develops 'cancer detector' and transfers its technology to Tata Steel,1
20-10-2022,Sensex rises over 3% in 4-day rally,2
20-10-2022,All hands on deck: How Tata companies help revamp Air India,1
20-10-2022,From TCS to Taj: Several Tata Group companies helping revive Air India,1
20-10-2022,NSE may exclude HDFC from Nifty index before its merger with HDFC Bank,1
21-10-2022,Dilip rural poll war cry: ‘Be ready for ultimate sacrifice’,1
21-10-2022,"Use Covid pandemic to manage future outbreaks, says Union health minister Mansukh Mandaviya",1
22-10-2022,Sensex ends Samvat in red 1st time in 7 years,0
22-10-2022,Samvat 2078 worst for sensex in 7 years even as investor wealth grew,0
23-10-2022,Jharkhand: Automobile sales up by 20% this year,2
23-10-2022,"After pandemic lull, Dehradun markets abuzz with shoppers before Diwali",1
23-10-2022,Finance ministry: Fresh inflation fears in 2023 if geopolitical rows intensify,1
24-10-2022,Tata Steel & IIT-R ink deal for cancer detector,1
25-10-2022,Sensex makes biggest Muhurat gain in 14 years,2
25-10-2022,Sensex makes biggest Muhurat gain in 14 yrs,2
25-10-2022,Those who ventured into dairying in Dakshina Kannada district during pandemic quit it,1
25-10-2022,Myanmar military defends deadly air strike after accusations of war crime,1
25-10-2022,BSE launches electronic gold receipts,1
26-10-2022,"Sensex crosses 60,000 after 6 weeks, 4% away from all-time high",2
26-10-2022,"Court cites contradictions, gives bail to NSE 'scamster'",1
27-10-2022,"Dabur, Tata Chemicals, Hero Motocorp and other stocks in news today",1
28-10-2022,"Maruti, Dr Reddy's, Tata Power and other stocks in news today",1
28-10-2022,"After pandemic break, sports trials back in Delhi University from October 31",1
29-10-2022,General Motors Co temporarily halts paid advertising on Twitter,1
29-10-2022,"Mumbai: Sensex reclaims Rs 60,000, closes a tad lower on profit-taking",2
29-10-2022,"Sensex reclaims 60k, closes a tad lower on profit-taking",2
30-10-2022,Tata Trusts’ CEO to ‘retire’; Cyrus cousin named trustee,1
31-10-2022,"Maharashtra CM Eknath Shinde asks CAG to probe Rs 12,000 crore BMC contracts before, during pandemic",1
01-11-2022,Bengaluru: Veterans slam traffic police over Haifa war memorial,1
01-11-2022,Tata Steel’s Q2 profit dives 90%,2
01-11-2022,"Sensex at 10-month high, recovers 9,000 points in 4 months",2
01-11-2022,Tata Steel’s Q2 profit dives 90%,2
01-11-2022,"Sensex at 10-month high, recovers 9k points in 4 months",2
01-11-2022,"Back to business after pandemic pause? PG owners, eateries around Delhi University hope to recover",1
01-11-2022,Will meet VED as we plan new ventures: Tata boss to Nitin Gadkari,1
02-11-2022,Sensex crosses 61k after 10 mths,2
02-11-2022,Sensex crosses 61k after 10 months,2
02-11-2022,Seeman warns of language war in state,1
02-11-2022,Noel’s children come on board Tata Trust entity,1
02-11-2022,Tata Memorial Hospital trains cancer patient navigators for Indonesia,1
03-11-2022,Ukraine war pushes fertiliser subsidy bill to record Rs 2.2 lakh crore,1
03-11-2022,"After truce, fresh war of words between Bacchu Kadu and Ravi Rana",1
04-11-2022,Jamshedpur: Tata Steel dispatches 1st steel slag consignment to BRO,1
04-11-2022,Tata Hitachi makes Kgp plant its exports hub,2
04-11-2022,RBI likely to assure government it will rein in inflation in FY24,1
05-11-2022,Gujarat: Home textiles sector hurt by US-Europe inflation,1
05-11-2022,Why everyone in arms industry loves a good war,1
05-11-2022,Delhi: LG VK Saxena's letter to Punjab CM Bhagwant Mann sparks war of words,1
06-11-2022,West Bengal: 2 held for Rs 32 crore online fraud during pandemic,1
06-11-2022,Gujarat: Textiles units hurt by US-Europe inflation,1
10-11-2022,New leprosy cases see drop in Hyderabad as pandemic hits screening efforts,1
11-11-2022,The pandemic has made it harder for me to do my art: Anoushka Shankar,1
11-11-2022,Delhi: AAP’s war room to drive poll campaign,1
11-11-2022,Mutual fund SIP flows surge 50% in pandemic,1
11-11-2022,Sensex falls on US market weakness,0
12-11-2022,"Centre, state in war of words on dengue info",1
12-11-2022,"Sensex hits one year high, nears record peak of 62,000",2
13-11-2022,"Oct retail inflation will be below 7%, says RBI governor",2
13-11-2022,"Oct retail inflation to be below 7%, says RBI governor",2
13-11-2022,"October retail inflation to be below 7%, says RBI governor",2
14-11-2022,"In life after Covid, a mental health pandemic emerges",1
15-11-2022,Maharashtra govt school admissions better after pandemic,1
15-11-2022,"Retail inflation below 7% in Oct, WPI eases to 8.4%",2
15-11-2022,‘Love jihad is war strategy to attract women’,1
15-11-2022,Covid numbers in India drop to lowest since initial weeks of pandemic,2
16-11-2022,US stocks end higher amid signs of slowing inflation,2
17-11-2022,Sujit Naik’s century helps Tata gain lead,1
17-11-2022,"Sensex regains 62k, closes at all-time high of 61,981",2
17-11-2022,Class 8th student from Rohtak writes a book on her experience during pandemic,1
17-11-2022,"Sensex regains 62k, closes at all-time high of 61,981",2
18-11-2022,Telangana's rural inflation highest in country,1
18-11-2022,Goa: First full-fledged International Film Festival of India after pandemic set to be bigger,1
18-11-2022,Why TRS is at war with Election Commission over 'belan' and 'roti' rolling board,1
18-11-2022,Telangana: Goons on prowl make commute to Tata Institute of Social Science traumatic for girl students,1
18-11-2022,BBMP paid firm ₹5cr to set up Covid war room,1
18-11-2022,"Tata Hitachi eyes 6,500cr biz in 3yrs",2
18-11-2022,Bruhat Bengaluru Mahanagara Palike paid firm Rs 5 crore to set up Covid war room,1
19-11-2022,Tata Motors to replace DRL in sensex,2
19-11-2022,Another Chinese company under lens: Tax raids on MG Motors,1
